# chunk 1009 1409 levels 0..0 squares 64
1009 1409 8072 11272 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8032,11272
1009 1407 8074 11263 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1407 8075 11263 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1407 8076 11263 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1407 8077 11263 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1407 8078 11263 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1407 8079 11263 0 | diamondFloor,exterior,solidfloor | 104=14 | 134212095 134212095 0 | 0 0 1 | 7 | -1 | @8048,11216
# chunk 1009 1406 levels 0..0 squares 64
1009 1406 8072 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8048,11216
1009 1406 8073 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1406 8074 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1406 8075 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1406 8076 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1406 8077 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1406 8078 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1406 8079 11248 0 | diamondFloor,exterior,solidfloor | 104=14 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8048,11216
1009 1406 8072 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1406 8073 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8074 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8075 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8076 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8077 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8078 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8079 11249 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1406 8072 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1406 8073 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8074 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8075 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8076 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8077 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8078 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8079 11250 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1406 8072 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1406 8073 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8074 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8075 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8076 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8077 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8078 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8079 11251 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1406 8072 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1406 8073 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8074 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8075 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8076 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8077 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8078 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8079 11252 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1406 8072 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1406 8073 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8074 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8075 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8076 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8077 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8078 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8079 11253 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1406 8072 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1406 8073 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8074 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8075 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8076 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8077 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8078 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1406 8079 11254 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1406 8072 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134198271 134198271 0 | 0 0 1 | 193 | -1 | @8048,11216
1009 1406 8073 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1406 8074 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1406 8075 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1406 8076 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1406 8077 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1406 8078 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1406 8079 11255 0 | diamondFloor,exterior,solidfloor | 104=14 | 134212095 134212095 0 | 0 0 1 | 7 | -1 | @8048,11216
# chunk 1009 1405 levels 0..0 squares 64
1009 1405 8072 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8048,11216
1009 1405 8073 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1405 8074 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1405 8075 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1405 8076 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1405 8077 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1405 8078 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1405 8079 11240 0 | diamondFloor,exterior,solidfloor | 104=14 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8048,11216
1009 1405 8072 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1405 8073 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8074 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8075 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8076 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8077 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8078 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8079 11241 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1405 8072 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1405 8073 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8074 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8075 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8076 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8077 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8078 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8079 11242 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1405 8072 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1405 8073 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8074 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8075 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8076 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8077 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8078 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8079 11243 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1405 8072 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1405 8073 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8074 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8075 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8076 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8077 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8078 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8079 11244 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1405 8072 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1405 8073 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8074 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8075 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8076 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8077 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8078 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8079 11245 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1405 8072 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1405 8073 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8074 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8075 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8076 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8077 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8078 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1405 8079 11246 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1405 8072 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134198271 134198271 0 | 0 0 1 | 193 | -1 | @8048,11216
1009 1405 8073 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1405 8074 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1405 8075 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1405 8076 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1405 8077 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1405 8078 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134193663 134193663 0 | 0 0 1 | 199 | -1 | @8048,11216
1009 1405 8079 11247 0 | diamondFloor,exterior,solidfloor | 104=14 | 134212095 134212095 0 | 0 0 1 | 7 | -1 | @8048,11216
# chunk 1009 1404 levels 0..0 squares 64
1009 1404 8072 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 134004735 134004735 0 | 0 0 1 | 112 | -1 | @8048,11216
1009 1404 8073 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1404 8074 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1404 8075 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1404 8076 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1404 8077 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1404 8078 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 133967871 133967871 0 | 0 0 1 | 124 | -1 | @8048,11216
1009 1404 8079 11232 0 | diamondFloor,exterior,solidfloor | 104=14 | 134115327 134115327 0 | 0 0 1 | 28 | -1 | @8048,11216
1009 1404 8072 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1404 8073 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8074 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8075 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8076 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8077 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8078 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8079 11233 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1404 8072 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1404 8073 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8074 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8075 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8076 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8077 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8078 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8079 11234 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1404 8072 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1404 8073 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8074 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8075 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8076 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8077 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8078 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8079 11235 0 | diamondFloor,exterior,solidfloor | 104=14 | 134113791 134113791 0 | 0 0 1 | 31 | -1 | @8048,11216
1009 1404 8072 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 134001663 134001663 0 | 0 0 1 | 241 | -1 | @8048,11216
1009 1404 8073 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8074 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8075 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8076 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8077 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
1009 1404 8078 11236 0 | diamondFloor,exterior,solidfloor | 104=14 | 133964287 133964287 0 | 0 0 1 | 255 | -1 | @8048,11216
